state,electorate,postcode,population,total_postcode_proportion,proportion
VIC,Maribyrnong,3011,5284,13983,0.38,Inner Metropolitan
VIC,Maribyrnong,3034,8585,8585,1,Inner Metropolitan
VIC,Maribyrnong,3041,9084,9084,1,Inner Metropolitan
VIC,Maribyrnong,3042,9866,11916,0.83,Inner Metropolitan
VIC,Maribyrnong,3039,10359,10359,1,Inner Metropolitan
VIC,Maribyrnong,3012,10456,16634,0.63,Inner Metropolitan
VIC,Maribyrnong,3033,10808,10808,1,Inner Metropolitan
VIC,Maribyrnong,3040,18934,18934,1,Inner Metropolitan
VIC,Maribyrnong,3032,19744,19744,1,Inner Metropolitan
SA,Mayo,5220,82,82,1,Rural
SA,Mayo,5254,142,1686,0.08,Rural
SA,Mayo,5114,165,22280,0.01,Rural
SA,Mayo,5221,169,169,1,Rural
SA,Mayo,5159,189,24842,0.01,Rural
SA,Mayo,5139,189,189,1,Rural
SA,Mayo,5151,274,274,1,Rural
SA,Mayo,5138,284,284,1,Rural
SA,Mayo,5140,297,297,1,Rural
SA,Mayo,5132,305,305,1,Rural
SA,Mayo,5144,330,330,1,Rural
SA,Mayo,5240,331,331,1,Rural
SA,Mayo,5232,333,333,1,Rural
SA,Mayo,5134,335,335,1,Rural
SA,Mayo,5072,356,8929,0.04,Rural
SA,Mayo,5136,359,359,1,Rural
SA,Mayo,5133,366,366,1,Rural
SA,Mayo,5137,389,389,1,Rural
SA,Mayo,5142,418,418,1,Rural
SA,Mayo,5222,507,507,1,Rural
SA,Mayo,5141,533,533,1,Rural
SA,Mayo,5202,551,551,1,Rural
SA,Mayo,5131,605,676,0.89,Rural
SA,Mayo,5243,670,670,1,Rural
SA,Mayo,5156,787,787,1,Rural
SA,Mayo,5231,851,851,1,Rural
SA,Mayo,5203,877,877,1,Rural
SA,Mayo,5242,895,895,1,Rural
SA,Mayo,5213,943,943,1,Rural
SA,Mayo,5256,985,985,1,Rural
SA,Mayo,5234,994,994,1,Rural
SA,Mayo,5233,1071,1071,1,Rural
SA,Mayo,5210,1204,1204,1,Rural
SA,Mayo,5201,1398,1398,1,Rural
SA,Mayo,5212,1653,1653,1,Rural
SA,Mayo,5241,1841,1841,1,Rural
SA,Mayo,5174,2076,2076,1,Rural
SA,Mayo,5157,2152,2152,1,Rural
SA,Mayo,5204,2161,2161,1,Rural
SA,Mayo,5154,2492,2492,1,Rural
SA,Mayo,5250,2492,2492,1,Rural
SA,Mayo,5223,2608,2608,1,Rural
SA,Mayo,5245,2679,2679,1,Rural
SA,Mayo,5155,2931,2931,1,Rural
SA,Mayo,5244,2979,2979,1,Rural
SA,Mayo,5172,3041,3041,1,Rural
SA,Mayo,5252,4280,4280,1,Rural
SA,Mayo,5171,4470,4614,0.97,Rural
SA,Mayo,5152,4705,4705,1,Rural
SA,Mayo,5153,4920,4920,1,Rural
SA,Mayo,5214,6880,6880,1,Rural
SA,Mayo,5255,7016,7016,1,Rural
SA,Mayo,5051,7251,10643,0.68,Rural
SA,Mayo,5173,8811,8811,1,Rural
SA,Mayo,5251,10789,10789,1,Rural
SA,Mayo,5211,12531,12531,1,Rural
VIC,McEwen,3750,160,5303,0.03,Rural
VIC,McEwen,3097,215,1090,0.2,Rural
VIC,McEwen,3433,215,215,1,Rural
VIC,McEwen,3755,221,221,1,Rural
VIC,McEwen,3751,223,223,1,Rural
VIC,McEwen,3442,245,5839,0.04,Rural
VIC,McEwen,3775,275,2974,0.09,Rural
VIC,McEwen,3760,309,309,1,Rural
VIC,McEwen,3427,344,2142,0.16,Rural
VIC,McEwen,3430,345,345,1,Rural
VIC,McEwen,3658,492,4838,0.1,Rural
VIC,McEwen,3428,511,511,1,Rural
VIC,McEwen,3759,845,845,1,Rural
VIC,McEwen,3761,904,904,1,Rural
VIC,McEwen,3441,1094,1094,1,Rural
VIC,McEwen,3091,1250,1250,1,Rural
VIC,McEwen,3440,1454,1454,1,Rural
VIC,McEwen,3753,1529,1529,1,Rural
VIC,McEwen,3758,1624,1624,1,Rural
VIC,McEwen,3438,1731,1731,1,Rural
VIC,McEwen,3435,2154,2250,0.96,Rural
VIC,McEwen,3431,3063,3063,1,Rural
VIC,McEwen,3434,3612,3612,1,Rural
VIC,McEwen,3099,3788,3788,1,Rural
VIC,McEwen,3757,5191,6457,0.8,Rural
VIC,McEwen,3764,6393,6486,0.99,Rural
VIC,McEwen,3437,7734,7734,1,Rural
VIC,McEwen,3756,8226,8226,1,Rural
VIC,McEwen,3754,20636,24260,0.85,Rural
VIC,McEwen,3429,26793,26793,1,Rural
NSW,McMahon,2766,17,9215,0,Outer Metropolitan
NSW,McMahon,2148,25,37407,0,Outer Metropolitan
NSW,McMahon,2748,43,1463,0.03,Outer Metropolitan
NSW,McMahon,2176,687,34054,0.02,Outer Metropolitan
NSW,McMahon,2175,1273,1330,0.96,Outer Metropolitan
NSW,McMahon,2166,1289,32865,0.04,Outer Metropolitan
NSW,McMahon,2178,1756,3927,0.45,Outer Metropolitan
NSW,McMahon,2770,3711,34486,0.11,Outer Metropolitan
NSW,McMahon,2160,9585,20893,0.46,Outer Metropolitan
NSW,McMahon,2164,12800,12800,1,Outer Metropolitan
NSW,McMahon,2161,12985.5,17852,0.73,Outer Metropolitan
NSW,McMahon,2759,18225,18225,1,Outer Metropolitan
NSW,McMahon,2165,20524,25209,0.81,Outer Metropolitan
NSW,McMahon,2145,20632,46398,0.44,Outer Metropolitan
VIC,Monash,3870,60,1188,0.05,Rural
VIC,Monash,3965,147,147,1,Rural
VIC,Monash,3978,183,943,0.19,Rural
VIC,Monash,3833,219,219,1,Rural
VIC,Monash,3832,300,300,1,Rural
VIC,Monash,3954,300,300,1,Rural
VIC,Monash,3991,345,345,1,Rural
VIC,Monash,3957,350,350,1,Rural
VIC,Monash,3966,371,541,0.69,Rural
VIC,Monash,3835,374,374,1,Rural
VIC,Monash,3958,384,384,1,Rural
VIC,Monash,3812,422,1790,0.24,Rural
VIC,Monash,3979,543,543,1,Rural
VIC,Monash,3992,569,569,1,Rural
VIC,Monash,3923,589,589,1,Rural
VIC,Monash,3988,691,691,1,Rural
VIC,Monash,3951,725,725,1,Rural
VIC,Monash,3945,742,742,1,Rural
VIC,Monash,3959,796,796,1,Rural
VIC,Monash,3813,816,816,1,Rural
VIC,Monash,3822,853,853,1,Rural
VIC,Monash,3962,898,898,1,Rural
VIC,Monash,3987,1021,1021,1,Rural
VIC,Monash,3831,1218,1218,1,Rural
VIC,Monash,3814,1558,1558,1,Rural
VIC,Monash,3823,1563,1563,1,Rural
VIC,Monash,3816,1822,1822,1,Rural
VIC,Monash,3956,1859,1859,1,Rural
VIC,Monash,3960,1897,1897,1,Rural
VIC,Monash,3821,2026,2026,1,Rural
VIC,Monash,3871,2084,2129,0.98,Rural
VIC,Monash,3815,2327,2327,1,Rural
VIC,Monash,3925,2699,2699,1,Rural
VIC,Monash,3981,3464,3464,1,Rural
VIC,Monash,3950,3673,3673,1,Rural
VIC,Monash,3824,3769,3769,1,Rural
VIC,Monash,3984,4271,4271,1,Rural
VIC,Monash,3996,4405,4405,1,Rural
VIC,Monash,3953,5797,5797,1,Rural
VIC,Monash,3922,6172,6172,1,Rural
VIC,Monash,3995,7644,7644,1,Rural
VIC,Monash,3818,10983,10983,1,Rural
VIC,Monash,3820,12381,12381,1,Rural
VIC,Monash,3825,14056,15300,0.92,Rural
QLD,Mcpherson,4219,448,448,1,undefined
QLD,Mcpherson,4229,820,820,1,undefined
QLD,Mcpherson,4230,1088,1088,1,undefined
QLD,Mcpherson,4228,3835,3835,1,undefined
QLD,Mcpherson,4224,4126,4126,1,undefined
QLD,Mcpherson,4225,5857,5857,1,undefined
QLD,Mcpherson,4213,7878,19360,0.41,undefined
QLD,Mcpherson,4223,11197,11197,1,undefined
QLD,Mcpherson,4227,12429,12429,1,undefined
QLD,Mcpherson,4220,17343,22068,0.79,undefined
QLD,Mcpherson,4221,19478,19478,1,undefined
QLD,Mcpherson,4226,19906,20904,0.95,undefined
VIC,Melbourne,3004,143,5669,0.03,Inner Metropolitan
VIC,Melbourne,3005,305,305,1,Inner Metropolitan
VIC,Melbourne,3010,607,607,1,Inner Metropolitan
VIC,Melbourne,3003,2818,2818,1,Inner Metropolitan
VIC,Melbourne,3008,2861,4248,0.67,Inner Metropolitan
VIC,Melbourne,3052,3249,3249,1,Inner Metropolitan
VIC,Melbourne,3002,3516,3516,1,Inner Metropolitan
VIC,Melbourne,3067,5784,5784,1,Inner Metropolitan
VIC,Melbourne,3066,6012,6012,1,Inner Metropolitan
VIC,Melbourne,3054,6780,6780,1,Inner Metropolitan
VIC,Melbourne,3053,6905,6905,1,Inner Metropolitan
VIC,Melbourne,3031,7487,12484,0.6,Inner Metropolitan
VIC,Melbourne,3065,7657,7657,1,Inner Metropolitan
VIC,Melbourne,3051,8244,8244,1,Inner Metropolitan
VIC,Melbourne,3000,8759,8759,1,Inner Metropolitan
VIC,Melbourne,3068,11012,14684,0.75,Inner Metropolitan
VIC,Melbourne,3121,22843,22843,1,Inner Metropolitan
VIC,Macnamara,3163,572,19769,0.03,Inner Metropolitan
VIC,Macnamara,3145,793,15096,0.05,Inner Metropolitan
VIC,Macnamara,3008,1387,4248,0.33,Inner Metropolitan
VIC,Macnamara,3141,3125,16547,0.19,Inner Metropolitan
VIC,Macnamara,3162,3792,12570,0.3,Inner Metropolitan
VIC,Macnamara,3185,4648,9111,0.51,Inner Metropolitan
VIC,Macnamara,3181,5403,14766,0.37,Inner Metropolitan
VIC,Macnamara,3004,5526,5669,0.97,Inner Metropolitan
VIC,Macnamara,3006,7538,7538,1,Inner Metropolitan
VIC,Macnamara,3205,7541,7541,1,Inner Metropolitan
VIC,Macnamara,3206,7767,7767,1,Inner Metropolitan
VIC,Macnamara,3161,10923,10923,1,Inner Metropolitan
VIC,Macnamara,3184,10977,10977,1,Inner Metropolitan
VIC,Macnamara,3207,11913,11913,1,Inner Metropolitan
VIC,Macnamara,3183,12642,12642,1,Inner Metropolitan
VIC,Macnamara,3182,15572,15572,1,Inner Metropolitan
VIC,Menzies,3097,875,1090,0.8,Outer Metropolitan
VIC,Menzies,3115,2742,3030,0.9,Outer Metropolitan
VIC,Menzies,3114,2880,2880,1,Outer Metropolitan
VIC,Menzies,3134,4350,22518,0.19,Outer Metropolitan
VIC,Menzies,3113,6452,6452,1,Outer Metropolitan
VIC,Menzies,3105,8294,8294,1,Outer Metropolitan
VIC,Menzies,3111,8779,8779,1,Outer Metropolitan
VIC,Menzies,3107,9659,9659,1,Outer Metropolitan
VIC,Menzies,3106,12279,12279,1,Outer Metropolitan
VIC,Menzies,3108,13876,13876,1,Outer Metropolitan
VIC,Menzies,3095,17849,21123,0.85,Outer Metropolitan
VIC,Menzies,3109,19468,19468,1,Outer Metropolitan
NSW,Mitchell,2156,339.5,9722,0.03,Outer Metropolitan
NSW,Mitchell,2146,569,10532,0.05,Outer Metropolitan
NSW,Mitchell,2765,1092.5,10456,0.1,Outer Metropolitan
NSW,Mitchell,2125,1880,12304,0.15,Outer Metropolitan
NSW,Mitchell,2151,3064,12864,0.24,Outer Metropolitan
NSW,Mitchell,2152,6060,7453,0.81,Outer Metropolitan
NSW,Mitchell,2154,23188,27218,0.85,Outer Metropolitan
NSW,Mitchell,2155,24706.5,30525,0.81,Outer Metropolitan
NSW,Mitchell,2153,37700,37700,1,Outer Metropolitan
QLD,Moncrieff,4226,998,20904,0.05,Provincial
QLD,Moncrieff,4213,1277,19360,0.07,Provincial
QLD,Moncrieff,4220,4725,22068,0.21,Provincial
QLD,Moncrieff,4214,11970,24289,0.49,Provincial
QLD,Moncrieff,4215,18286,30249,0.6,Provincial
QLD,Moncrieff,4218,22308,22308,1,Provincial
QLD,Moncrieff,4211,23238,38594,0.6,Provincial
QLD,Moncrieff,4217,24543,24543,1,Provincial
WA,Moore,6020,7347,15693,0.47,Outer Metropolitan
WA,Moore,6023,11100,11100,1,Outer Metropolitan
WA,Moore,6028,13841,13841,1,Outer Metropolitan
WA,Moore,6026,15809,16663,0.95,Outer Metropolitan
WA,Moore,6025,21505,21505,1,Outer Metropolitan
WA,Moore,6027,28556,28556,1,Outer Metropolitan
QLD,Moreton,4111,758,758,1,Inner Metropolitan
QLD,Moreton,4106,941,941,1,Inner Metropolitan
QLD,Moreton,4068,2141,15320,0.14,Inner Metropolitan
QLD,Moreton,4108,3095,3095,1,Inner Metropolitan
QLD,Moreton,4107,4183,4183,1,Inner Metropolitan
QLD,Moreton,4104,4533,4533,1,Inner Metropolitan
QLD,Moreton,4110,4588,6597,0.7,Inner Metropolitan
QLD,Moreton,4112,4832,4832,1,Inner Metropolitan
QLD,Moreton,4121,7450,17607,0.42,Inner Metropolitan
QLD,Moreton,4105,9553,9553,1,Inner Metropolitan
QLD,Moreton,4103,9834,9834,1,Inner Metropolitan
QLD,Moreton,4075,13554,15552,0.87,Inner Metropolitan
QLD,Moreton,4113,13859,15779,0.88,Inner Metropolitan
QLD,Moreton,4109,21171,21171,1,Inner Metropolitan
VIC,Nicholls,3558,27,786,0.03,Rural
VIC,Nicholls,3726,38,703,0.05,Rural
VIC,Nicholls,3764,93,6486,0.01,Rural
VIC,Nicholls,3573,127,361,0.35,Rural
VIC,Nicholls,3572,149,149,1,Rural
VIC,Nicholls,3562,201,201,1,Rural
VIC,Nicholls,3663,222,222,1,Rural
VIC,Nicholls,3522,229,337,0.68,Rural
VIC,Nicholls,3622,242,242,1,Rural
VIC,Nicholls,3617,260,260,1,Rural
VIC,Nicholls,3551,265,21693,0.01,Rural
VIC,Nicholls,3727,274,274,1,Rural
VIC,Nicholls,3649,290,290,1,Rural
VIC,Nicholls,3566,404,404,1,Rural
VIC,Nicholls,3624,421,421,1,Rural
VIC,Nicholls,3639,422,422,1,Rural
VIC,Nicholls,3633,449,449,1,Rural
VIC,Nicholls,3559,454,454,1,Rural
VIC,Nicholls,3637,472,472,1,Rural
VIC,Nicholls,3728,491,491,1,Rural
VIC,Nicholls,3662,494,494,1,Rural
VIC,Nicholls,3635,504,504,1,Rural
VIC,Nicholls,3618,510,510,1,Rural
VIC,Nicholls,3521,559,559,1,Rural
VIC,Nicholls,3614,564,564,1,Rural
VIC,Nicholls,3646,591,591,1,Rural
VIC,Nicholls,3666,628,4191,0.15,Rural
VIC,Nicholls,3563,640,640,1,Rural
VIC,Nicholls,3659,643,643,1,Rural
VIC,Nicholls,3623,678,678,1,Rural
VIC,Nicholls,3640,774,774,1,Rural
VIC,Nicholls,3641,818,818,1,Rural
VIC,Nicholls,3664,843,843,1,Rural
VIC,Nicholls,3610,1023,1023,1,Rural
VIC,Nicholls,3634,1260,1260,1,Rural
VIC,Nicholls,3612,1325,1325,1,Rural
VIC,Nicholls,3638,1506,1506,1,Rural
VIC,Nicholls,3621,1630,1630,1,Rural
VIC,Nicholls,3608,2075,2075,1,Rural
VIC,Nicholls,3561,3747,3747,1,Rural
VIC,Nicholls,3616,3908,3908,1,Rural
VIC,Nicholls,3658,3917,4838,0.81,Rural
VIC,Nicholls,3636,3944,3944,1,Rural
VIC,Nicholls,3644,5168,5168,1,Rural
VIC,Nicholls,3660,5487,5657,0.97,Rural
VIC,Nicholls,3620,6085,6085,1,Rural
VIC,Nicholls,3629,6498,6498,1,Rural
VIC,Nicholls,3730,6862,6862,1,Rural
VIC,Nicholls,3631,8170,8170,1,Rural
VIC,Nicholls,3564,11978,11978,1,Rural
VIC,Nicholls,3630,20249,20249,1,Rural
NSW,New England,2440,35,14385,0,Rural
NSW,New England,2850,83.5,11706,0.01,Rural
NSW,New England,2446,122.5,9408,0.01,Rural
NSW,New England,2399,179.5,566,0.32,Rural
NSW,New England,2351,199,199,1,Rural
NSW,New England,2475,225,308,0.73,Rural
NSW,New England,2410,228,228,1,Rural
NSW,New England,2342,253,431,0.59,Rural
NSW,New England,2476,259.5,552,0.47,Rural
NSW,New England,2381,292,1135,0.26,Rural
NSW,New England,2403,399,399,1,Rural
NSW,New England,2359,444,444,1,Rural
NSW,New England,2339,478,478,1,Rural
NSW,New England,2469,484.5,2834,0.17,Rural
NSW,New England,2345,543,543,1,Rural
NSW,New England,2344,555,555,1,Rural
NSW,New England,2355,567,567,1,Rural
NSW,New England,2371,582,582,1,Rural
NSW,New England,2361,592,592,1,Rural
NSW,New England,2369,752,752,1,Rural
NSW,New England,2353,774,774,1,Rural
NSW,New England,2338,1179,1179,1,Rural
NSW,New England,2404,1257.5,1425,0.88,Rural
NSW,New England,2341,1303,1303,1,Rural
NSW,New England,2347,1366,1366,1,Rural
NSW,New England,2329,1513,1513,1,Rural
NSW,New England,2336,1680,1680,1,Rural
NSW,New England,2352,2063,2063,1,Rural
NSW,New England,2346,2106,2106,1,Rural
NSW,New England,2365,2389,2389,1,Rural
NSW,New England,2354,2594,2656,0.98,Rural
NSW,New England,2358,2954,2954,1,Rural
NSW,New England,2343,3255,3255,1,Rural
NSW,New England,2372,3638,3638,1,Rural
NSW,New England,2337,5226,5226,1,Rural
NSW,New England,2370,5486,5486,1,Rural
NSW,New England,2360,10116,10145,1,Rural
NSW,New England,2350,16834,16834,1,Rural
NSW,New England,2340,32411,32533,1,Rural
NSW,Newcastle,2322,62,11250,0.01,Provincial
NSW,Newcastle,2308,117,117,1,Provincial
NSW,Newcastle,2302,490,490,1,Provincial
NSW,Newcastle,2285,913,21238,0.04,Provincial
NSW,Newcastle,2297,1190,1190,1,Provincial
NSW,Newcastle,2296,1392,1392,1,Provincial
NSW,Newcastle,2294,1453,1453,1,Provincial
NSW,Newcastle,2293,1783,1783,1,Provincial
NSW,Newcastle,2292,1854,1854,1,Provincial
NSW,Newcastle,2307,2684,2684,1,Provincial
NSW,Newcastle,2295,2782,4320,0.64,Provincial
NSW,Newcastle,2298,6691,6691,1,Provincial
NSW,Newcastle,2303,6892,6892,1,Provincial
NSW,Newcastle,2299,7286,7286,1,Provincial
NSW,Newcastle,2300,8231,8231,1,Provincial
NSW,Newcastle,2305,8901,8901,1,Provincial
NSW,Newcastle,2289,10646,14373,0.74,Provincial
NSW,Newcastle,2291,10661,10661,1,Provincial
NSW,Newcastle,2304,11031,11031,1,Provincial
NSW,Newcastle,2287,24163,24839,0.97,Provincial
NSW,North Sydney,2069,168,9539,0.02,Inner Metropolitan
NSW,North Sydney,2089,2142,7955,0.27,Inner Metropolitan
NSW,North Sydney,2111,2602,10086,0.26,Inner Metropolitan
NSW,North Sydney,2061,4120,4120,1,Inner Metropolitan
NSW,North Sydney,2063,4393,4393,1,Inner Metropolitan
NSW,North Sydney,2090,4921,9263,0.53,Inner Metropolitan
NSW,North Sydney,2062,4965,4965,1,Inner Metropolitan
NSW,North Sydney,2064,5559,5559,1,Inner Metropolitan
NSW,North Sydney,2110,7129,7129,1,Inner Metropolitan
NSW,North Sydney,2067,7700.5,13653,0.56,Inner Metropolitan
NSW,North Sydney,2060,8650,8650,1,Inner Metropolitan
NSW,North Sydney,2068,11225,11225,1,Inner Metropolitan
NSW,North Sydney,2065,19115,19115,1,Inner Metropolitan
NSW,North Sydney,2066,19597,19597,1,Inner Metropolitan
WA,O'Connor,6434,57,57,1,Rural
WA,O'Connor,6436,92,92,1,Rural
WA,O'Connor,6445,109,109,1,Rural
WA,O'Connor,6350,132,132,1,Rural
WA,O'Connor,6318,147,147,1,Rural
WA,O'Connor,6367,151,151,1,Rural
WA,O'Connor,6336,159,159,1,Rural
WA,O'Connor,6358,169,169,1,Rural
WA,O'Connor,6343,170,170,1,Rural
WA,O'Connor,6256,170,170,1,Rural
WA,O'Connor,6321,188,188,1,Rural
WA,O'Connor,6397,188,188,1,Rural
WA,O'Connor,6373,193,193,1,Rural
WA,O'Connor,6309,201,201,1,Rural
WA,O'Connor,6341,210,210,1,Rural
WA,O'Connor,6437,216,216,1,Rural
WA,O'Connor,6396,218,218,1,Rural
WA,O'Connor,6327,228,228,1,Rural
WA,O'Connor,6359,233,233,1,Rural
WA,O'Connor,6448,259,259,1,Rural
WA,O'Connor,6393,277,277,1,Rural
WA,O'Connor,6316,284,284,1,Rural
WA,O'Connor,6313,295,295,1,Rural
WA,O'Connor,6337,302,302,1,Rural
WA,O'Connor,6394,313,313,1,Rural
WA,O'Connor,6352,314,314,1,Rural
WA,O'Connor,6328,315,315,1,Rural
WA,O'Connor,6322,315,315,1,Rural
WA,O'Connor,6440,322,322,1,Rural
WA,O'Connor,6447,335,335,1,Rural
WA,O'Connor,6438,338,338,1,Rural
WA,O'Connor,6326,339,339,1,Rural
WA,O'Connor,6392,350,350,1,Rural
WA,O'Connor,6346,358,358,1,Rural
WA,O'Connor,6370,362,362,1,Rural
WA,O'Connor,6398,402,402,1,Rural
WA,O'Connor,6311,410,410,1,Rural
WA,O'Connor,6443,423,423,1,Rural
WA,O'Connor,6365,425,425,1,Rural
WA,O'Connor,6254,463,463,1,Rural
WA,O'Connor,6431,467,467,1,Rural
WA,O'Connor,6353,498,498,1,Rural
WA,O'Connor,6335,501,501,1,Rural
WA,O'Connor,6338,507,507,1,Rural
WA,O'Connor,6262,557,557,1,Rural
WA,O'Connor,6355,589,589,1,Rural
WA,O'Connor,6320,607,607,1,Rural
WA,O'Connor,6306,632,632,1,Rural
WA,O'Connor,6375,642,642,1,Rural
WA,O'Connor,872,647,11830,0.05,Rural
WA,O'Connor,6391,680,680,1,Rural
WA,O'Connor,6429,695,695,1,Rural
WA,O'Connor,6323,711,711,1,Rural
WA,O'Connor,6348,831,831,1,Rural
WA,O'Connor,6260,1010,1010,1,Rural
WA,O'Connor,6395,1015,1015,1,Rural
WA,O'Connor,6308,1156,1156,1,Rural
WA,O'Connor,6244,1160,1160,1,Rural
WA,O'Connor,6442,1185,1185,1,Rural
WA,O'Connor,6315,1282,1282,1,Rural
WA,O'Connor,6324,2101,2101,1,Rural
WA,O'Connor,6317,2485,2485,1,Rural
WA,O'Connor,6255,2564,2564,1,Rural
WA,O'Connor,6312,3109,3109,1,Rural
WA,O'Connor,6432,3948,3948,1,Rural
WA,O'Connor,6333,4077,4077,1,Rural
WA,O'Connor,6258,4362,4362,1,Rural
WA,O'Connor,6225,6141,6141,1,Rural
WA,O'Connor,6450,8225,8225,1,Rural
WA,O'Connor,6430,12033,12033,1,Rural
WA,O'Connor,6330,24157,24157,1,Rural
QLD,Oxley,4075,1998,15552,0.13,Outer Metropolitan
QLD,Oxley,4110,2009,6597,0.3,Outer Metropolitan
QLD,Oxley,4076,3148,3148,1,Outer Metropolitan
QLD,Oxley,4073,6385,6385,1,Outer Metropolitan
QLD,Oxley,4301,6522,14329,0.46,Outer Metropolitan
QLD,Oxley,4078,14462,14462,1,Outer Metropolitan
QLD,Oxley,4074,16829,16829,1,Outer Metropolitan
QLD,Oxley,4077,17305,17305,1,Outer Metropolitan
QLD,Oxley,4300,29488,31621,0.93,Outer Metropolitan
NSW,Page,2475,83,308,0.27,Rural
NSW,Page,2484,171,12874,0.01,Rural
NSW,Page,2465,242,242,1,Rural
NSW,Page,2453,279,1977,0.14,Rural
NSW,Page,2476,292.5,552,0.53,Rural
NSW,Page,2478,320,20546,0.02,Rural
NSW,Page,2472,1211,1211,1,Rural
NSW,Page,2466,1375,1375,1,Rural
NSW,Page,2471,1633,1633,1,Rural
NSW,Page,2462,1786,1786,1,Rural
NSW,Page,2473,2289,2289,1,Rural
NSW,Page,2469,2349.5,2834,0.83,Rural
NSW,Page,2474,4532,4532,1,Rural
NSW,Page,2464,5179,5179,1,Rural
NSW,Page,2463,5498,5498,1,Rural
NSW,Page,2450,5520,27856,0.2,Rural
NSW,Page,2477,7861,8475,0.93,Rural
NSW,Page,2470,10001,10001,1,Rural
NSW,Page,2456,10008,10008,1,Rural
NSW,Page,2460,20210,20210,1,Rural
NSW,Page,2480,30624.5,31437,0.97,Rural
NSW,Parkes,2871,17,6399,0,Rural
NSW,Parkes,2360,29,10145,0,Rural
NSW,Parkes,2820,91,5211,0.02,Rural
NSW,Parkes,2878,104,104,1,Rural
NSW,Parkes,2671,118,2767,0.04,Rural
NSW,Parkes,2340,122,32533,0,Rural
NSW,Parkes,2875,123,753,0.16,Rural
NSW,Parkes,2715,146.5,1068,0.14,Rural
NSW,Parkes,2404,167.5,1425,0.12,Rural
NSW,Parkes,2342,178,431,0.41,Rural
NSW,Parkes,2386,203,203,1,Rural
NSW,Parkes,2408,214,214,1,Rural
NSW,Parkes,2401,216,216,1,Rural
NSW,Parkes,2869,243,1095,0.22,Rural
NSW,Parkes,2669,254,1435,0.18,Rural
NSW,Parkes,2397,325,325,1,Rural
NSW,Parkes,2405,328,328,1,Rural
NSW,Parkes,2842,330,330,1,Rural
NSW,Parkes,2399,386.5,566,0.68,Rural
NSW,Parkes,2828,388,388,1,Rural
NSW,Parkes,2406,412,412,1,Rural
NSW,Parkes,2409,425,425,1,Rural
NSW,Parkes,2836,432,432,1,Rural
NSW,Parkes,2833,433,433,1,Rural
NSW,Parkes,2873,461,461,1,Rural
NSW,Parkes,2879,507,507,1,Rural
NSW,Parkes,2395,563,563,1,Rural
NSW,Parkes,2839,728,728,1,Rural
NSW,Parkes,2382,771,771,1,Rural
NSW,Parkes,2396,819,819,1,Rural
NSW,Parkes,2381,843,1135,0.74,Rural
NSW,Parkes,2843,915,915,1,Rural
NSW,Parkes,2844,1009,1009,1,Rural
NSW,Parkes,2823,1013,1013,1,Rural
NSW,Parkes,2672,1068,1068,1,Rural
NSW,Parkes,2832,1336,1336,1,Rural
NSW,Parkes,2402,1429,1429,1,Rural
NSW,Parkes,2834,1529,1529,1,Rural
NSW,Parkes,2824,1609,1609,1,Rural
NSW,Parkes,2840,1685,1685,1,Rural
NSW,Parkes,2825,1798,1798,1,Rural
NSW,Parkes,2388,2018,2018,1,Rural
NSW,Parkes,2829,2134,2134,1,Rural
NSW,Parkes,2831,2306,2625,0.88,Rural
NSW,Parkes,2827,2493,2493,1,Rural
NSW,Parkes,2835,2704,2704,1,Rural
NSW,Parkes,2877,2747,2747,1,Rural
NSW,Parkes,2357,3103,3103,1,Rural
NSW,Parkes,2821,3250,3250,1,Rural
NSW,Parkes,2390,5806,5806,1,Rural
NSW,Parkes,2400,6265,6265,1,Rural
NSW,Parkes,2380,7063,7063,1,Rural
NSW,Parkes,2880,13580,13580,1,Rural
NSW,Parkes,2830,26290.5,26556,0.99,Rural
NSW,Parramatta,2115,262,6624,0.04,Inner Metropolitan
NSW,Parramatta,2161,554,17852,0.03,Inner Metropolitan
NSW,Parramatta,2152,1393,7453,0.19,Inner Metropolitan
NSW,Parramatta,2116,4034,4034,1,Inner Metropolitan
NSW,Parramatta,2146,6152,10532,0.58,Inner Metropolitan
NSW,Parramatta,2118,8864,15148,0.59,Inner Metropolitan
NSW,Parramatta,2151,9800,12864,0.76,Inner Metropolitan
NSW,Parramatta,2160,11209.5,20893,0.54,Inner Metropolitan
NSW,Parramatta,2142,11388,13063,0.87,Inner Metropolitan
NSW,Parramatta,2150,11815,11815,1,Inner Metropolitan
NSW,Parramatta,2117,12927,13133,0.98,Inner Metropolitan
NSW,Parramatta,2145,21116,46398,0.46,Inner Metropolitan
NSW,Paterson,2314,48,48,1,Provincial
NSW,Paterson,2325,127.5,18553,0.01,Provincial
NSW,Paterson,2295,1538,4320,0.36,Provincial
NSW,Paterson,2316,4280,4280,1,Provincial
NSW,Paterson,2319,4824,4824,1,Provincial
NSW,Paterson,2317,4946,4946,1,Provincial
NSW,Paterson,2326,5008,5098,0.98,Provincial
NSW,Paterson,2327,5334,5334,1,Provincial
NSW,Paterson,2321,6966,9824,0.71,Provincial
NSW,Paterson,2318,7911,8071,0.98,Provincial
NSW,Paterson,2324,9098,15926,0.57,Provincial
NSW,Paterson,2315,10768,10768,1,Provincial
NSW,Paterson,2322,11188,11250,0.99,Provincial
NSW,Paterson,2320,15315.5,22320,0.69,Provincial
